ZIP,Pipedrive.Contacts,ZIP.1,Number.of.Schools,HotSpot,lat,long
27530,2,27530,1,0,35.381174,-78.062514
27534,2,27534,1,0,35.369273,-77.886872
27536,1,27536,1,0,36.326731,-78.409125
27537,1,27537,1,0,36.371801,-78.397878
27539,2,27539,1,0,35.676537,-78.813444
27540,3,27540,2,1,35.621983,-78.86309
27545,3,27545,1,1,35.78372,-78.478238
27546,1,27546,1,0,35.385317,-78.862107
27560,1,27560,1,0,35.857892,-78.827698
27571,1,27571,1,0,35.91949,-78.458036
27573,3,27573,1,1,36.396597,-78.976099
27577,1,27577,1,0,35.489638,-78.332894
27581,2,27581,1,0,36.199608,-78.728985
27587,3,27587,1,1,35.981382,-78.557584
27589,1,27589,1,0,36.322541,-78.133484
27591,2,27591,2,0,35.78417,-78.388983
27605,1,27605,1,0,35.790611,-78.654596
27606,3,27606,3,1,35.742323,-78.715478
27607,1,27607,1,0,35.813106,-78.721175
27608,1,27608,1,0,35.809046,-78.647228
27610,3,27610,2,1,35.7444,-78.546278
27613,2,27613,2,0,35.926102,-78.711414
27614,2,27614,2,0,35.94593,-78.619494
27615,5,27615,1,1,35.8985,-78.635485
27703,3,27703,1,1,35.959253,-78.806827
27704,1,27704,1,0,36.042446,-78.828771
27707,1,27707,1,0,35.954525,-78.953317
27712,1,27712,1,0,36.095476,-78.904083
27713,2,27713,1,0,35.89504,-78.923747
27803,1,27803,1,0,35.903051,-77.856172
27804,1,27804,1,0,35.989169,-77.842709
27817,1,27817,1,0,35.447982,-77.072002
27830,1,27830,1,0,35.564168,-77.950309
27863,1,27863,1,0,35.488165,-77.971796
27864,1,27864,1,0,35.807034,-77.651372
27865,1,27865,1,0,35.627047,-76.912127
27871,1,27871,1,0,35.802069,-77.260565
27893,3,27893,2,1,35.688948,-77.896676
27921,1,27921,1,0,36.352062,-76.187929
27954,2,27954,2,0,35.910123,-75.677877
28023,1,28023,1,0,35.567714,-80.602258
28025,1,28025,1,0,35.382565,-80.523443
28027,4,28027,3,1,35.407041,-80.685872
28052,1,28052,1,0,35.214656,-81.233227
28054,1,28054,1,0,35.262879,-81.149075
28092,1,28092,1,0,35.485761,-81.254558
28105,1,28105,1,0,35.115434,-80.713498
28110,1,28110,1,0,35.066044,-80.509089
28112,3,28112,2,1,34.889925,-80.549548
28120,1,28120,1,0,35.328685,-81.026385
28127,4,28127,1,1,35.474303,-80.190581
28128,2,28128,1,0,35.210696,-80.154523
28129,1,28129,1,0,35.231595,-80.32716
28146,2,28146,1,0,35.619243,-80.393345
28152,2,28152,1,0,35.24272,-81.599412
28166,1,28166,1,0,35.680374,-80.868196
28205,2,28205,2,0,35.21879,-80.789599
28209,1,28209,1,0,35.178714,-80.853985
28212,2,28212,1,0,35.187703,-80.744556
28215,4,28215,2,1,35.244979,-80.693471
28216,5,28216,1,1,35.312103,-80.888711
28227,1,28227,1,0,35.189567,-80.645408
28269,1,28269,1,0,35.337313,-80.803472
28273,1,28273,1,0,35.127358,-80.946846
28277,1,28277,1,0,35.052875,-80.817552
28303,3,28303,2,1,35.085631,-78.959361
28304,1,28304,1,0,35.025528,-78.989604
28306,1,28306,1,0,34.958495,-78.896848
28311,4,28311,1,1,35.167769,-78.888697
28328,1,28328,1,0,35.003503,-78.337924
28333,1,28333,1,0,35.286131,-78.017373
28339,1,28339,1,0,35.31054,-78.732747
28340,1,28340,1,0,34.471354,-79.134422
28345,1,28345,1,0,34.870288,-79.66564
28352,1,28352,1,0,34.767842,-79.45173
28366,3,28366,2,1,35.230228,-78.362014
28376,2,28376,2,0,34.992407,-79.242642
28383,3,28383,1,1,34.576974,-79.262696
28398,1,28398,1,0,34.989776,-78.064151
28401,4,28401,1,1,34.272145,-77.962018
28403,3,28403,1,1,34.221692,-77.880633
28405,1,28405,1,0,34.263182,-77.86638
28422,1,28422,1,0,34.02637,-78.189312
28429,1,28429,1,0,34.341211,-77.900216
28458,2,28458,1,0,34.814777,-78.09079
28464,1,28464,1,0,34.78224,-78.021091
28470,2,28470,1,0,33.964184,-78.403547
28472,1,28472,1,0,34.29905,-78.691171
28501,1,28501,1,0,35.24242,-77.514124
28516,2,28516,2,0,34.905126,-76.552834
28551,1,28551,1,0,35.321323,-77.780856
28557,1,28557,1,0,34.73896,-76.749232
28562,1,28562,1,0,35.079881,-77.125895
28570,3,28570,1,1,34.781487,-76.857497
28574,1,28574,1,0,34.878931,-77.589588
28584,1,28584,1,0,34.736767,-77.077619
28601,7,28601,2,1,35.772393,-81.326659
28602,1,28602,1,0,35.669886,-81.389208
28607,1,28607,1,0,36.218005,-81.652138
28610,2,28610,1,0,35.730324,-81.135305
28612,1,28612,1,0,35.650391,-81.53756
28621,1,28621,1,0,36.315047,-80.984919
28630,1,28630,1,0,35.831976,-81.420172
28638,1,28638,1,0,35.845093,-81.477938
28650,1,28650,1,0,35.571426,-81.15839
28655,1,28655,1,0,35.763266,-81.749862
28657,3,28657,2,1,36.021993,-81.942425
28658,1,28658,1,0,35.637619,-81.235843
28660,2,28660,1,0,35.968615,-80.856248
28677,1,28677,1,0,35.738099,-80.926089
28690,1,28690,1,0,35.732735,-81.57423
28694,1,28694,1,0,36.366337,-81.468016
28697,2,28697,2,0,36.134008,-81.165721
28712,1,28712,1,0,35.173309,-82.770828
28715,1,28715,1,0,35.511966,-82.711701
28716,2,28716,1,0,35.439331,-82.847944
28726,1,28726,1,0,35.280999,-82.416555
28734,1,28734,1,0,35.189081,-83.41226
28752,1,28752,1,0,35.709599,-82.035573
28787,3,28787,1,1,35.741242,-82.515548
28791,1,28791,1,0,35.356104,-82.508181
28803,2,28803,1,0,35.531703,-82.523021
28805,1,28805,1,0,35.633757,-82.48318
28806,2,28806,1,0,35.571971,-82.614729
28906,1,28906,1,0,35.100136,-84.138594
29016,1,29016,1,0,34.20251,-80.997
29033,3,29033,1,1,33.956189,-81.057488
29040,1,29040,1,0,34.068795,-80.440478
29042,1,29042,1,0,33.297664,-81.158708
29078,1,29078,1,0,34.182184,-80.708825
29105,1,29105,1,0,33.806395,-81.593579
29118,2,29118,1,0,33.569394,-80.888558
29127,1,29127,1,0,34.153252,-81.512463
29154,1,29154,1,0,33.879261,-80.440418
29160,3,29160,2,1,33.746888,-81.035516
29164,1,29164,1,0,33.662168,-81.416471
29180,1,29180,1,0,34.366465,-81.093684
29204,1,29204,1,0,34.029148,-81.002526
29212,2,29212,1,0,34.076275,-81.19878
29223,1,29223,1,0,34.092634,-80.919271
29229,2,29229,1,0,34.139526,-80.888209
29307,3,29307,1,1,34.982716,-81.831555
29316,1,29316,1,0,35.043045,-81.975107
29334,2,29334,1,0,34.905551,-82.124414
29349,1,29349,1,0,35.067335,-82.068095
29356,2,29356,2,0,35.142074,-82.280831
29376,1,29376,1,0,34.811382,-81.944219
29403,2,29403,2,0,32.8059,-79.94318
29412,2,29412,1,0,32.711833,-79.952113
29437,1,29437,1,0,33.139994,-80.431756
29440,1,29440,1,0,33.38111,-79.32976
29466,3,29466,1,1,32.877758,-79.792013
29483,1,29483,1,0,33.057041,-80.182229
29485,3,29485,1,1,32.947923,-80.189918
29486,1,29486,1,0,32.947923,-80.189918
29505,2,29505,2,0,34.130066,-79.688893
29574,1,29574,1,0,34.165413,-79.260831
29576,1,29576,1,0,33.56209,-79.061087
29579,2,29579,1,0,33.753481,-78.916375
29607,2,29607,2,0,34.81204,-82.330021
29609,1,29609,1,0,34.912592,-82.38817
29611,1,29611,1,0,34.830934,-82.458497
29617,4,29617,1,1,34.911021,-82.468095
29630,1,29630,1,0,34.738673,-82.799161
29646,2,29646,1,0,34.136053,-82.14847
29655,1,29655,1,0,34.264095,-82.640492
29656,1,29656,1,0,34.264095,-82.640492
29678,1,29678,1,0,34.63447,-82.937301
29681,3,29681,2,1,34.767679,-82.225003
29687,1,29687,1,0,34.986636,-82.327451
29690,1,29690,1,0,35.059806,-82.417198
29697,2,29697,2,0,34.625593,-82.548639
29707,2,29707,1,0,34.974384,-80.862388
29710,1,29710,1,0,35.106284,-81.221471
29803,3,29803,2,1,33.468053,-81.551663
29812,1,29812,1,0,33.231937,-81.428404
29832,1,29832,1,0,33.838994,-81.803656
29907,2,29907,1,0,32.474201,-80.61272
29910,2,29910,2,0,32.21955,-80.940435
29926,1,29926,1,0,32.238247,-80.740263
29927,7,29927,1,1,32.226824,-81.057442
30004,1,30004,1,0,34.145635,-84.291881
30005,1,30005,1,0,34.08904,-84.217046
30013,1,30013,1,0,33.64517,-83.972188
30014,1,30014,1,0,33.580062,-83.823102
30021,2,30021,2,0,33.806929,-84.237588
30022,1,30022,1,0,34.029866,-84.239742
30024,1,30024,1,0,34.062971,-84.09077
30028,2,30028,1,0,34.293184,-84.175894
30030,1,30030,1,0,33.771947,-84.29027
30044,1,30044,1,0,33.922046,-84.065671
30045,1,30045,1,0,33.936518,-83.927669
30046,3,30046,1,1,33.948632,-83.995766
30047,1,30047,1,0,33.870148,-84.112326
30052,3,30052,2,1,33.815151,-83.893561
30058,1,30058,1,0,33.73835,-84.107376
30060,1,30060,1,0,33.925711,-84.541608
30062,1,30062,1,0,34.006497,-84.472974
30064,3,30064,1,1,33.940455,-84.609708
30068,1,30068,1,0,33.968116,-84.431704
30076,3,30076,1,1,34.028499,-84.311416
30078,3,30078,2,1,33.861019,-84.017993
30082,1,30082,1,0,33.854654,-84.536437
30083,1,30083,1,0,33.797412,-84.197984
30084,1,30084,1,0,33.854097,-84.216155
30088,1,30088,1,0,33.756052,-84.182363
30092,2,30092,1,0,33.972386,-84.231986
30096,2,30096,1,0,33.974292,-84.145426
30108,2,30108,1,0,33.5317,-85.262996
30115,1,30115,1,0,34.204092,-84.400462
30116,2,30116,2,0,33.54059,-85.003087
30117,2,30117,2,0,33.581851,-85.132439
30122,1,30122,1,0,33.766909,-84.641356
30127,1,30127,1,0,33.874556,-84.694713
30135,4,30135,2,1,33.672278,-84.733011
30153,1,30153,1,0,33.959882,-85.054452
30157,1,30157,1,0,33.884737,-84.871931
30161,2,30161,2,0,34.242301,-85.171371
30165,1,30165,1,0,34.302906,-85.269106
30179,1,30179,1,0,33.781553,-85.014782
30213,2,30213,2,0,33.589297,-84.636762
30214,5,30214,1,1,33.490464,-84.485997
30215,3,30215,2,1,33.391613,-84.456432
30222,1,30222,1,0,33.044355,-84.743495
30224,1,30224,1,0,33.204492,-84.23976
30230,2,30230,1,0,33.16449,-84.920565
30236,1,30236,1,0,33.524478,-84.325439
30238,1,30238,1,0,33.493294,-84.37916
30263,2,30263,1,0,33.388415,-84.858937
30265,2,30265,1,0,33.418686,-84.713164
30269,1,30269,1,0,33.391887,-84.570656
30277,4,30277,1,1,33.375308,-84.649196
30281,1,30281,1,0,33.567898,-84.193388
30286,1,30286,1,0,32.879167,-84.330566
30290,2,30290,1,0,33.476407,-84.589709
30294,1,30294,1,0,33.636692,-84.264986
30297,1,30297,1,0,33.615841,-84.373002
30306,1,30306,1,0,33.78814,-84.352625
30311,1,30311,1,0,33.723262,-84.475994
30314,1,30314,1,0,33.757576,-84.432245
30315,1,30315,1,0,33.702829,-84.382515
30318,1,30318,1,0,33.792328,-84.447753
30328,1,30328,1,0,33.932538,-84.385947
30331,2,30331,2,0,33.707455,-84.544149
30341,1,30341,1,0,33.888505,-84.289532
30349,2,30349,2,0,33.622488,-84.523908
30354,1,30354,1,0,33.661498,-84.386895
30411,1,30411,1,0,32.128124,-82.79438
30415,1,30415,1,0,32.324484,-81.603497
30453,2,30453,1,0,32.011133,-82.121758
30458,4,30458,1,1,32.399447,-81.82894
30507,1,30507,1,0,34.24748,-83.773879
30518,2,30518,2,0,34.130846,-84.027398
30528,1,30528,1,0,34.621918,-83.79462
30529,1,30529,1,0,34.217179,-83.482653
30533,2,30533,2,0,34.563459,-84.020043
30534,1,30534,1,0,34.4311,-84.144329
30547,1,30547,1,0,34.362021,-83.455617
30549,1,30549,1,0,34.10799,-83.577448
30563,2,30563,1,0,34.567865,-83.454897
30605,1,30605,1,0,33.905911,-83.323577
30643,1,30643,1,0,34.363471,-82.908806
30656,1,30656,1,0,33.862137,-83.716175
30680,1,30680,1,0,33.996386,-83.69955
30701,4,30701,3,1,34.492384,-84.958336
30720,1,30720,1,0,34.733645,-85.000824
30721,1,30721,1,0,34.788636,-84.916082
30728,3,30728,1,1,34.684875,-85.22579
30736,1,30736,1,0,34.904278,-85.135748
30741,1,30741,1,0,34.952685,-85.281297
30742,4,30742,1,1,34.950584,-85.243239
30752,1,30752,1,0,34.914982,-85.537961
30809,4,30809,2,1,33.558527,-82.171185
30824,1,30824,1,0,33.512953,-82.514855
30904,1,30904,1,0,33.478289,-82.014102
30906,2,30906,2,0,33.346732,-81.967703
30907,1,30907,1,0,33.523712,-82.085665
31023,1,31023,1,0,32.183174,-83.199476
31024,1,31024,1,0,33.320918,-83.37549
31061,1,31061,1,0,33.077282,-83.246171
31088,1,31088,1,0,32.579861,-83.651581
31093,2,31093,1,0,32.647873,-83.657206
31206,2,31206,1,0,32.792095,-83.68394
31210,1,31210,1,0,32.907633,-83.735052
31305,1,31305,1,0,31.396816,-81.393957
31321,1,31321,1,0,32.185059,-81.659775
31329,3,31329,1,1,32.425638,-81.350634
31401,1,31401,1,0,32.074408,-81.089164
31404,1,31404,1,0,32.051558,-81.04921
31405,2,31405,2,0,32.039402,-81.179112
31406,1,31406,1,0,31.98041,-81.085196
31419,2,31419,1,0,31.997176,-81.230724
31513,2,31513,1,0,31.77705,-82.347726
31520,2,31520,2,0,31.180919,-81.493973
31533,5,31533,2,1,31.560258,-82.828039
31539,1,31539,1,0,31.8317,-82.605344
31548,3,31548,1,1,30.796163,-81.698233
31601,1,31601,1,0,30.758749,-83.319023
31602,4,31602,1,1,30.86816,-83.34235
31635,1,31635,1,0,31.096714,-83.048818
31642,1,31642,1,0,31.262914,-82.882627
31709,2,31709,1,0,32.064806,-84.123242
31750,1,31750,1,0,31.736465,-83.215037
31763,1,31763,1,0,31.750045,-84.139141
31792,1,31792,1,0,30.770798,-84.043704
31811,2,31811,1,0,32.740952,-84.928172
31906,2,31906,2,0,32.467811,-84.950173
31909,1,31909,1,0,32.548807,-84.924106
32003,1,32003,1,0,30.095584,-81.710162
32025,1,32025,1,0,30.107103,-82.579118
32043,1,32043,1,0,29.937039,-81.732587
32073,1,32073,1,0,30.169821,-81.739144
32097,1,32097,1,0,30.661202,-81.618793
32127,5,32127,1,1,29.106272,-80.97367
32129,1,32129,1,0,29.136974,-81.023957
32162,1,32162,1,0,28.914383,-81.98956
32164,1,32164,1,0,29.517748,-81.230696
32168,2,32168,1,0,28.963863,-81.029479
32174,1,32174,1,0,29.284784,-81.161348
32177,3,32177,1,1,29.690907,-81.708149
32210,1,32210,1,0,30.266582,-81.745526
32211,1,32211,1,0,30.332207,-81.582792
32244,1,32244,1,0,30.217667,-81.752685
32246,1,32246,1,0,30.29376,-81.517139
32254,1,32254,1,0,30.340961,-81.734788
32256,1,32256,1,0,30.174552,-81.474019
32259,2,32259,1,0,30.075017,-81.586854
32308,1,32308,1,0,30.477472,-84.226943
32309,1,32309,1,0,30.56683,-84.097649
32433,3,32433,1,1,30.851178,-86.200838
32460,1,32460,1,0,30.764089,-84.954234
32526,2,32526,2,0,30.499226,-87.365573
32547,1,32547,1,0,30.474544,-86.667742
32571,1,32571,1,0,30.67466,-87.20841
32580,1,32580,1,0,30.490075,-86.514818
32616,1,32616,1,0,29.788495,-82.495256
32724,2,32724,1,0,29.057205,-81.225576
32726,1,32726,1,0,28.855051,-81.678843
32750,1,32750,1,0,28.708783,-81.350799
32763,2,32763,1,0,28.941297,-81.296816
32765,2,32765,2,0,28.663853,-81.196204
32771,1,32771,1,0,28.813534,-81.324942
32792,1,32792,1,0,28.610096,-81.298342
32807,1,32807,1,0,28.55431,-81.299455
32809,2,32809,2,0,28.462146,-81.385959
32818,1,32818,1,0,28.586751,-81.486895
32832,1,32832,1,0,28.40318,-81.191537
32901,1,32901,1,0,28.079399,-80.623617
32931,1,32931,1,0,28.323196,-80.623102
32935,1,32935,1,0,28.145509,-80.649958
32940,2,32940,1,0,28.199154,-80.7823
33009,1,33009,1,0,25.985129,-80.147261
33014,2,33014,1,0,25.9031,-80.302654
33015,1,33015,1,0,25.941369,-80.317666
33018,1,33018,1,0,25.917733,-80.384455
33020,2,33020,2,0,26.019191,-80.152944
33024,1,33024,1,0,26.027148,-80.244713
33025,2,33025,2,0,25.988208,-80.281357
33028,1,33028,1,0,26.021022,-80.340391
33030,1,33030,1,0,25.485147,-80.510882
33033,1,33033,1,0,25.481305,-80.414613
33035,1,33035,1,0,25.409275,-80.384155
33060,1,33060,1,0,26.234776,-80.12059
33065,2,33065,2,0,26.274498,-80.2604
33068,1,33068,1,0,26.215954,-80.217951
33070,1,33070,1,0,25.017205,-80.518498
33071,1,33071,1,0,26.244548,-80.265211
33076,4,33076,2,1,26.316828,-80.276873
33137,1,33137,1,0,25.816281,-80.171528
33139,2,33139,1,0,25.779391,-80.151566
33142,1,33142,1,0,25.812081,-80.238901
33143,1,33143,1,0,25.703032,-80.297375
33145,1,33145,1,0,25.753133,-80.234424
33146,1,33146,1,0,25.72085,-80.272571
33147,3,33147,1,1,25.851225,-80.238166
33150,1,33150,1,0,25.85219,-80.207174
33160,1,33160,1,0,25.933997,-80.135801
33162,1,33162,1,0,25.927997,-80.177175
33179,1,33179,1,0,25.95762,-80.179998
33183,4,33183,2,1,25.702563,-80.404682
33189,3,33189,1,1,25.572208,-80.335444
33304,1,33304,1,0,26.140411,-80.121184
33311,1,33311,1,0,26.144208,-80.172785
33317,1,33317,1,0,26.1126,-80.227875
33325,1,33325,1,0,26.112043,-80.318317
33328,2,33328,1,0,26.068175,-80.274812
33401,2,33401,1,0,26.715936,-80.070404
33405,1,33405,1,0,26.669649,-80.058452
33406,1,33406,1,0,26.664093,-80.092407
33407,2,33407,1,0,26.757692,-80.091172
33414,1,33414,1,0,26.64892,-80.246459
33426,27,33426,1,1,26.533736,-80.083152
33441,1,33441,1,0,26.311098,-80.097874
33449,2,33449,1,0,26.589971,-80.232722
33458,3,33458,1,1,26.936558,-80.131851
33461,3,33461,1,1,26.620406,-80.090703
33463,4,33463,1,1,26.593246,-80.128239
33470,3,33470,1,1,26.729431,-80.319858
33496,3,33496,1,1,26.406722,-80.160556
33510,1,33510,1,0,27.955637,-82.296693
33534,2,33534,1,0,27.828452,-82.379097
33542,1,33542,1,0,28.23578,-82.177617
33543,1,33543,1,0,28.212775,-82.296369
33567,2,33567,1,0,27.920609,-82.116772
33584,4,33584,2,1,28.005455,-82.294337
33596,3,33596,1,1,27.887205,-82.225851
33602,1,33602,1,0,27.95353,-82.457113
33603,2,33603,1,0,27.985618,-82.464439
33607,3,33607,1,1,27.962012,-82.492176
33610,1,33610,1,0,27.998214,-82.378016
33612,2,33612,1,0,28.050827,-82.449573
33621,1,33621,1,0,27.841658,-82.493273
33635,1,33635,1,0,28.027644,-82.619933
33647,1,33647,1,0,28.126952,-82.354093
33705,1,33705,1,0,27.734491,-82.643403
33709,1,33709,1,0,27.816844,-82.731621
33761,1,33761,1,0,28.033061,-82.724374
33777,1,33777,1,0,27.853532,-82.759349
33809,2,33809,1,0,28.221336,-81.973942
33813,1,33813,1,0,27.965132,-81.939522
33815,1,33815,1,0,28.041258,-81.99759
33839,2,33839,1,0,27.976828,-81.750498
33841,2,33841,2,0,27.741146,-81.754602
33873,2,33873,1,0,27.570917,-81.781173
33901,1,33901,1,0,26.621074,-81.878139
33905,1,33905,1,0,26.667872,-81.760927
33912,2,33912,1,0,26.534017,-81.826175
33914,1,33914,1,0,26.554392,-82.020944
33948,1,33948,1,0,26.985889,-82.151742
33991,1,33991,1,0,26.625364,-82.026208
33993,4,33993,1,1,26.692897,-82.034065
34104,1,34104,1,0,26.149955,-81.741562
34120,1,34120,1,0,26.326101,-81.570093
34203,1,34203,1,0,27.440337,-82.509384
34210,1,34210,1,0,27.436477,-82.628804
34221,2,34221,1,0,27.581094,-82.554803
34461,2,34461,2,0,28.868183,-82.530947
34474,1,34474,1,0,29.156427,-82.209453
34480,2,34480,1,0,29.102401,-82.096588
34481,1,34481,1,0,29.125538,-82.309895
34638,1,34638,1,0,28.256862,-82.512738
34653,1,34653,1,0,28.24408,-82.688476
34711,3,34711,2,1,28.530496,-81.753341
34715,1,34715,1,0,28.631016,-81.726055
34736,1,34736,1,0,28.556499,-81.899739
34744,1,34744,1,0,28.300969,-81.329377
34787,1,34787,1,0,28.484948,-81.6193
35007,3,35007,1,1,33.215623,-86.797656
35010,3,35010,1,1,32.916719,-85.940589
35016,4,35016,1,1,34.32387,-86.502006
35022,3,35022,2,1,33.322849,-86.971458
35033,2,35033,1,0,33.926475,-87.031801
35040,4,35040,1,1,33.102967,-86.728894
35042,1,35042,1,0,32.957991,-87.103816
35043,4,35043,1,1,33.314842,-86.659872
35044,2,35044,1,0,33.243975,-86.380759
35045,5,35045,1,1,32.799962,-86.676761
35049,1,35049,1,0,33.961861,-86.612114
35051,1,35051,1,0,33.205032,-86.618915
35055,2,35055,1,0,34.151162,-86.758748
35057,4,35057,2,1,33.969944,-86.944303
35062,1,35062,1,0,33.72492,-87.010252
35068,1,35068,1,0,33.607417,-86.830991
35071,2,35071,2,0,33.695133,-86.848962
35079,1,35079,1,0,33.93788,-86.758349
35080,2,35080,1,0,33.260081,-86.911474
35083,1,35083,1,0,34.199871,-86.59917
35094,2,35094,1,0,33.530066,-86.553303
35096,2,35096,1,0,33.620336,-86.107668
35111,2,35111,1,0,33.284628,-87.094558
35115,2,35115,1,0,33.142473,-86.891528
35121,2,35121,1,0,33.941185,-86.455102
35125,3,35125,1,1,33.633384,-86.288692
35126,4,35126,2,1,33.730809,-86.654913
35151,1,35151,1,0,33.081343,-86.392208
35160,2,35160,1,0,33.356656,-86.052297
35173,2,35173,1,0,33.655407,-86.563109
35179,1,35179,1,0,34.273307,-86.96897
35180,1,35180,1,0,33.820305,-86.840317
35205,2,35205,1,0,33.495016,-86.808087
35207,1,35207,1,0,33.566193,-86.823049
35208,1,35208,1,0,33.496814,-86.87935
35209,1,35209,1,0,33.466348,-86.811516
35210,4,35210,2,1,33.541461,-86.669642
35212,3,35212,1,1,33.547385,-86.752908
35213,2,35213,1,0,33.506674,-86.744347
35215,2,35215,1,0,33.649002,-86.707425
35216,3,35216,1,1,33.419246,-86.789433
35221,4,35221,1,1,33.449532,-86.899049
35224,1,35224,1,0,33.517294,-86.943879
35242,6,35242,2,1,33.425247,-86.672084
35244,2,35244,1,0,33.352918,-86.825333
35404,4,35404,1,1,33.215157,-87.483406
35405,3,35405,2,1,33.120257,-87.53929
35406,1,35406,1,0,33.338842,-87.467554
35444,2,35444,1,0,33.328718,-87.292882
35446,2,35446,1,0,33.207795,-87.751031
35453,2,35453,2,0,33.163776,-87.389459
35462,2,35462,2,0,32.920473,-87.967463
35474,1,35474,1,0,32.940566,-87.5912
35475,7,35475,2,1,33.43438,-87.593996
35501,2,35501,1,0,33.81891,-87.292749
35550,1,35550,1,0,33.745429,-87.160466
35555,1,35555,1,0,33.658512,-87.815637
35565,2,35565,1,0,34.23696,-87.563402
35579,2,35579,1,0,33.636267,-87.360324
35601,8,35601,2,1,34.606913,-87.013524
35603,1,35603,1,0,34.535452,-86.971226
35605,1,35605,1,0,34.535452,-86.971226
35612,3,35612,1,1,34.773833,-87.084145
35613,1,35613,1,0,34.820163,-86.882161
35620,1,35620,1,0,34.930812,-87.020185
35630,3,35630,3,1,34.82298,-87.661652
35633,1,35633,1,0,34.875101,-87.798371
35640,2,35640,1,0,34.440708,-86.943683
35646,1,35646,1,0,34.677104,-87.523343
35650,6,35650,2,1,34.447233,-87.308593
35653,1,35653,1,0,34.518191,-87.871965
35660,1,35660,1,0,34.755494,-87.701265
35661,1,35661,1,0,34.768526,-87.562802
35670,2,35670,1,0,34.455176,-86.729344
35671,1,35671,1,0,34.685398,-86.93539
35672,1,35672,1,0,34.648533,-87.406487
35674,3,35674,2,1,34.66241,-87.781902
35747,2,35747,1,0,34.494944,-86.298989
35749,1,35749,1,0,34.822236,-86.75782
35750,3,35750,1,1,34.956179,-86.589482
35756,4,35756,1,1,34.643705,-86.818149
35758,3,35758,2,1,34.71142,-86.746508
35760,2,35760,1,0,34.543906,-86.383856
35761,2,35761,1,0,34.916206,-86.409214
35768,2,35768,1,0,34.768891,-86.104193
35801,1,35801,1,0,34.725269,-86.560866
35802,3,35802,1,1,34.668212,-86.558882
35805,1,35805,1,0,34.709368,-86.62029
35806,2,35806,1,0,34.760798,-86.685745
35810,2,35810,1,0,34.803193,-86.601445
35811,2,35811,1,0,34.795354,-86.509948
35903,1,35903,1,0,34.02427,-85.863703
35904,6,35904,1,1,34.07056,-85.990098
35905,1,35905,1,0,33.853431,-85.915508
35907,2,35907,1,0,33.890841,-86.01802
35950,2,35950,1,0,34.24975,-86.261097
35954,1,35954,1,0,34.089754,-86.057449
35960,3,35960,1,1,34.124328,-85.570557
35962,1,35962,1,0,34.303881,-86.036441
35964,1,35964,1,0,34.359787,-85.9272
35974,1,35974,1,0,34.362751,-86.010291
35976,2,35976,1,0,34.345767,-86.330025
35981,1,35981,1,0,34.722345,-85.648802
36022,2,36022,2,0,32.623499,-86.405578
36024,1,36024,1,0,32.671798,-86.025021
36051,2,36051,1,0,32.685457,-86.50002
36054,1,36054,1,0,32.481879,-86.366311
36064,1,36064,1,0,32.296635,-86.077885
36067,7,36067,3,1,32.516518,-86.561483
36083,1,36083,1,0,32.38673,-85.684361
36088,1,36088,1,0,32.415281,-85.720314
36092,2,36092,1,0,32.617657,-86.200531
36107,2,36107,1,0,32.383756,-86.27932
36111,3,36111,1,1,32.336579,-86.271324
36201,2,36201,2,0,33.64916,-85.879642
36203,2,36203,1,0,33.583049,-85.834485
36206,1,36206,1,0,33.733273,-85.809624
36207,4,36207,2,1,33.680317,-85.709537
36265,1,36265,1,0,33.847655,-85.784916
36266,5,36266,1,1,33.349846,-85.734316
36271,1,36271,1,0,33.78123,-86.01869
36274,1,36274,1,0,33.172406,-85.363142
36277,2,36277,1,0,33.757469,-85.818226
36301,6,36301,2,1,31.140065,-85.398289
36303,2,36303,1,0,31.266568,-85.401317
36322,2,36322,1,0,31.257605,-85.735807
36331,2,36331,1,0,31.305932,-85.864054
36340,2,36340,2,0,31.051927,-85.890963
36344,1,36344,1,0,31.09789,-85.708147
36345,1,36345,1,0,31.366306,-85.310372
36350,1,36350,1,0,31.350214,-85.495521
36375,1,36375,1,0,31.071216,-85.544966
36401,3,36401,1,1,31.480653,-86.940722
36421,2,36421,1,0,31.324729,-86.506928
36426,1,36426,1,0,31.140984,-87.071111
36442,1,36442,1,0,31.073321,-86.359325
36451,1,36451,1,0,31.700517,-87.803568
36460,1,36460,1,0,31.518972,-87.304829
36477,1,36477,1,0,31.097175,-86.061411
36502,1,36502,1,0,31.147733,-87.494821
36507,2,36507,1,0,30.858609,-87.742025
36509,1,36509,1,0,30.392971,-88.270293
36526,2,36526,2,0,30.611152,-87.859918
36532,3,36532,1,1,30.480713,-87.861307
36535,2,36535,1,0,30.383999,-87.727359
36542,1,36542,1,0,30.26965,-87.750627
36545,1,36545,1,0,31.488511,-87.871704
36547,3,36547,1,1,31.488511,-87.871704
36567,3,36567,1,1,30.623536,-87.55696
36571,4,36571,1,1,30.854574,-88.109906
36572,1,36572,1,0,30.857722,-88.061419
36582,3,36582,1,1,30.509877,-88.173001
36605,1,36605,1,0,30.604547,-88.087824
36606,1,36606,1,0,30.668786,-88.105874
36608,2,36608,1,0,30.681503,-88.300213
36609,1,36609,1,0,30.660248,-88.163479
36613,2,36613,1,0,30.809841,-88.187451
36701,3,36701,2,1,32.483972,-87.054642
36726,1,36726,1,0,31.963641,-87.29588
